iter,f,grad_norm,time_ms
1,0,147.995294129405,0.003313
2,-4.43846370286907,122.59215500574,0.031537
3,-7.96119875715659,97.9729261438536,0.034413
4,-10.5782367916879,74.870493598537,0.036692
5,-12.3429185625505,54.5778853328215,0.038965
6,-13.3698578886867,39.3797869434925,0.041067
7,-13.8334284310288,32.405868661942,0.043013
8,-13.936644516859,33.8452825841645,0.045124
9,-13.869620179124,38.967670861905,0.047154
10,-13.7790694093877,43.8393006152695,0.049169
11,-13.757210672693,46.9332111990062,0.051262
12,-13.8467126156181,47.8986681717751,0.053305
13,-14.05239670244,46.837688293973,0.055272
14,-14.353435191468,44.0326802071976,0.057228
15,-14.7144062476842,39.851123793965,0.059178
16,-15.0949550759388,34.7170952185804,0.061148
17,-15.4576285731301,29.1142106209614,0.063107
18,-15.773492309949,23.6146029228837,0.06517
19,-16.0253359198183,18.9306077356541,0.067161
20,-16.2084096653066,15.8965474451053,0.069113
21,-16.3288402215456,15.0457199812776,0.071037
22,-16.4002436202054,15.932492527315,0.072955
23,-16.4394548712223,17.4831091483189,0.074881
24,-16.4624713020055,18.8526081094548,0.076788
25,-16.4815206760123,19.6154486779088,0.078736
26,-16.5037112129754,19.634694235733,0.080707
27,-16.5312218244207,18.9494942899629,0.08269
28,-16.5626222590321,17.7123346620512,0.084579
29,-16.5947337566992,16.151989737709,0.086509
30,-16.6244341538163,14.5424256419402,0.08847
31,-16.6499384435281,13.1584868613958,0.090374
32,-16.6713044741721,12.2014927653686,0.092242
33,-16.6901695067809,11.7133538300211,0.094123
34,-16.7089473119932,11.5562524051182,0.096099
35,-16.7298423478549,11.497953379522,0.098048
36,-16.7540365769451,11.3253200422605,0.099924
37,-16.7812940082913,10.9068832012792,0.101812
38,-16.8100624749964,10.2052711952667,0.10388
39,-16.8379921170131,9.2694354331066,0.10586
40,-16.8626784769626,8.22420717069535,0.107768
41,-16.882393721793,7.25736976626886,0.109673
42,-16.896592004888,6.58232727637867,0.111471
43,-16.9060518531555,6.34058929343448,0.113264
44,-16.9126282005105,6.48935452193656,0.115104
45,-16.9187004724682,6.82469636302439,0.116883
46,-16.9264890609468,7.11831058431072,0.118648
47,-16.9374446040516,7.20563679972325,0.120382
48,-16.951883237457,7.00006485125554,0.122164
49,-16.9689588239136,6.4814900043115,0.123942
50,-16.986959440999,5.68417460547226,0.125735
51,-17.0038237069969,4.69070508383722,0.127552
52,-17.017718272221,3.63876023455749,0.12933
53,-17.0275122043418,2.755501633541,0.131119
54,-17.0330243111185,2.37679251294345,0.132974
55,-17.0349919168829,2.63712173590784,0.13475
56,-17.0347927874991,3.20303957617461,0.136461
57,-17.0340211220992,3.73879989098817,0.138166
58,-17.0340528650892,4.08537223847417,0.139887
59,-17.0357256326116,4.18593228909798,0.141587
60,-17.0392106494131,4.03948816241095,0.143344
61,-17.044087594119,3.68279692058678,0.145109
62,-17.0495718546178,3.18312744141238,0.146853
63,-17.0548060395869,2.63711921244341,0.148485
64,-17.0591217134178,2.17255702793866,0.150149
65,-17.0622002362686,1.92662471365009,0.151912
66,-17.064102339215,1.9474860886225,0.153639
67,-17.0651800672649,2.12800964366341,0.155434
68,-17.0659182202996,2.32046565893242,0.157193
69,-17.066766354727,2.4327702924398,0.158908
70,-17.0680149058981,2.42977779068917,0.16062
71,-17.0697454808602,2.31501562548359,0.162418
72,-17.0718560375034,2.11816679893762,0.164116
73,-17.0741372762892,1.88660407686572,0.165833
74,-17.0763645289039,1.67594531908366,0.167577
75,-17.0783716570234,1.53316577923898,0.169252
76,-17.0800866421114,1.4725431704615,0.17091
77,-17.081526108222,1.46683061438735,0.172666
78,-17.0827610155287,1.47017083685473,0.174467
79,-17.0838733208311,1.4471250823687,0.176235
80,-17.0849221512623,1.38477709455764,0.177988
81,-17.0859300808962,1.29225333657902,0.179713
82,-17.0868897070781,1.19525528771137,0.181473
83,-17.0877823791611,1.12567467678378,0.18319
84,-17.0885975699055,1.10422883284202,0.184942
85,-17.0893434708072,1.12534735684018,0.186626
86,-17.0900451373882,1.16146037146618,0.188345
87,-17.090732898999,1.18154041524128,0.190059
88,-17.0914279549203,1.16472465469792,0.19179
89,-17.0921325980428,1.10462659277357,0.19348
90,-17.0928296007976,1.00924263831611,0.195257
91,-17.0934906586127,0.899576527836782,0.196998
92,-17.0940896465205,0.806198393854793,0.19879
93,-17.094614564764,0.758397256473583,0.200613
94,-17.0950730237432,0.764261317605388,0.202388
95,-17.0954892540349,0.80264237715344,0.204188
96,-17.0958943762046,0.841003048600572,0.205935
97,-17.0963143722482,0.854312127598206,0.207678
98,-17.0967608142719,0.830674722273467,0.209444
99,-17.0972278621773,0.770501870083616,0.211231
100,-17.0976961904221,0.684871552575924,0.212999
101,-17.0981416561063,0.594270269332503,0.214726
102,-17.0985448508856,0.525692554280246,0.216552
103,-17.0988977471096,0.501425359318899,0.218308
104,-17.0992052330728,0.520522047274801,0.220066
105,-17.0994816119059,0.559254410316762,0.221885
106,-17.0997441028669,0.592022540096677,0.223638
107,-17.1000062754664,0.603302189256475,0.225448
108,-17.1002739459599,0.588059962762192,0.227236
109,-17.1005447128443,0.549453201282843,0.228978
110,-17.1008106891162,0.496736685013574,0.230731
111,-17.10106280258,0.443157908466987,0.232543
112,-17.1012946985369,0.402492322756963,0.234337
113,-17.1015047932827,0.382993530121056,0.236049
114,-17.1016960391532,0.382186558078011,0.237789
115,-17.1018739683183,0.389497395977799,0.239583
116,-17.1020441655097,0.394175958243422,0.241292
117,-17.102210312522,0.390179860487008,0.243028
118,-17.1023734637904,0.376745494833021,0.244836
119,-17.1025325509183,0.357064926530655,0.246592
120,-17.1026855950481,0.336317369787243,0.248338
121,-17.1028309269578,0.319323876774755,0.250055
122,-17.102967884524,0.308355018216398,0.25183
123,-17.1030968261379,0.302329851876955,0.253576
124,-17.1032186558734,0.298076368380579,0.255326
125,-17.103334237893,0.292520472052367,0.257016
126,-17.1034440347738,0.284185296218869,0.258767
127,-17.1035481051117,0.2734741666633,0.260481
128,-17.1036463709312,0.262033612472484,0.262309
129,-17.1037389341154,0.251653730845928,0.264068
130,-17.1038262337226,0.243226689479839,0.26581
131,-17.1039089609193,0.236331296256563,0.267528
132,-17.1039878007904,0.229679815460318,0.269228
133,-17.1040631645102,0.222044899373352,0.271002
134,-17.1041350681915,0.213030854799818,0.272765
135,-17.1042032222556,0.203312406704024,0.274549
136,-17.1042672762982,0.194290671469251,0.276292
137,-17.1043270849813,0.187319253869176,0.277989
138,-17.1043828582467,0.182878460077185,0.279694
139,-17.1044351277439,0.180242384642128,0.281411
140,-17.1044845586658,0.177896510196227,0.283163
141,-17.1045317099558,0.174355994248399,0.284913
142,-17.1045768614427,0.168831518612732,0.286627
143,-17.1046199823286,0.161479516237474,0.288398
144,-17.1046608400292,0.153252471501765,0.29012
145,-17.1046991822473,0.145449183442317,0.291935
146,-17.1047348993891,0.139111717996925,0.293697
147,-17.1047680963019,0.134535207214167,0.29547
148,-17.104799054827,0.131198198566669,0.297279
149,-17.1048281222243,0.128159729548493,0.299
150,-17.1048555892381,0.124611609023376,0.300847
151,-17.1048816154924,0.120239312751431,0.302679
152,-17.1049062275404,0.115270189210575,0.304516
153,-17.1049293762066,0.110266096388103,0.306403
154,-17.1049510146116,0.105786882180673,0.308211
155,-17.1049711562556,0.102089663398546,0.310036
156,-17.1049898904322,0.099026537061352,0.311863
157,-17.1050073574793,0.0961885252279993,0.313654
158,-17.1050237051,0.0931735880642171,0.315415
159,-17.1050390512373,0.0897975344106024,0.317267
160,-17.1050534696574,0.0861474979327511,0.319055
161,-17.1050669991157,0.0824851280226922,0.320805
162,-17.1050796648482,0.0790730639127852,0.32271
163,-17.1050914977694,0.0760262774747241,0.324569
164,-17.1051025419468,0.0732735780090533,0.326328
165,-17.1051128499549,0.0706426326423889,0.328126
166,-17.1051224727467,0.0679977929440559,0.329921
167,-17.1051314522253,0.065334414468365,0.331687
168,-17.1051398210265,0.0627748960475893,0.333497
169,-17.105147608376,0.0604754275539278,0.33528
170,-17.1051548470082,0.0585048642629241,0.337053
171,-17.1051615760955,0.0567776107249144,0.338889
172,-17.1051678383376,0.0550882752970176,0.340683
173,-17.1051736733768,0.0532226835977076,0.342441
174,-17.1051791119353,0.051071878295581,0.418147
175,-17.1051841743608,0.0486869610225103,0.421426
176,-17.105188874352,0.0462529009721204,0.42361
177,-17.1051932254982,0.0439954331013959,0.425747
178,-17.1051972467807,0.04206470578126,0.427723
179,-17.1052009640691,0.0404600059943474,0.429626
180,-17.1052044071341,0.0390443243401432,0.43158
181,-17.1052076042211,0.037636651904444,0.433516
182,-17.1052105773397,0.0361170054713492,0.43541
183,-17.1052133406856,0.0344833922229269,0.437274
184,-17.1052159026408,0.0328396157030165,0.43913
185,-17.1052182698527,0.0313277828495195,0.441027
186,-17.1052204510167,0.0300422711265525,0.442929
187,-17.1052224585155,0.0289740865615631,0.444787
188,-17.1052243074921,0.0280199491244556,0.446667
189,-17.1052260133433,0.0270458012432093,0.448516
190,-17.1052275892627,0.0259586190856745,0.450348
191,-17.1052290451139,0.0247456182399676,0.452176
192,-17.1052303879516,0.0234685463363296,0.454024
193,-17.1052316235691,0.0222237954963664,0.455861
194,-17.1052327580352,0.0210909590293897,0.457712
195,-17.1052337984256,0.0200966484406353,0.4596
196,-17.1052347525753,0.019212520474005,0.461476
197,-17.1052356282513,0.0183845137684663,0.463367
198,-17.1052364323676,0.0175699532912669,0.465223
199,-17.1052371706759,0.0167584609945698,0.46703
200,-17.1052378479793,0.0159681212831265,0.468903
201,-17.1052384685946,0.0152246197884372,0.47068
202,-17.1052390367179,0.0145393871752729,0.472557
203,-17.1052395565031,0.0139011499626086,0.474347
204,-17.1052400319012,0.0132847618417058,0.476161
205,-17.1052404664621,0.0126687603569131,0.478022
206,-17.1052408632793,0.0120484136603962,0.479884
207,-17.1052412251213,0.011436243656932,0.481694
208,-17.1052415546441,0.0108512102075372,0.483558
209,-17.1052418545292,0.0103047751615625,0.485391
210,-17.1052421274564,0.00979360736275888,0.487247
211,-17.1052423759434,0.0093036654070747,0.489166
212,-17.1052426021732,0.00882193342336776,0.490994
213,-17.1052428079325,0.00834686593608773,0.492798
214,-17.1052429947026,0.00789024374560824,0.494676
215,-17.1052431638434,0.0074692593854467,0.49653
216,-17.1052433167571,0.0070940581245946,0.498348
217,-17.1052434549399,0.00675934333133239,0.500203
218,-17.1052435799075,0.00644621615521639,0.502068
219,-17.105243693055,0.00613289061377117,0.503925
220,-17.1052437955456,0.0058066856053617,0.505834
221,-17.1052438882899,0.00546991708112238,0.507706
222,-17.105243972019,0.00513708071977643,0.509568
223,-17.1052440473983,0.00482563536596262,0.511486
224,-17.1052441151149,0.00454589343870681,0.513403
225,-17.1052441758977,0.00429611358149142,0.515323
226,-17.105244230476,0.00406558669735946,0.517217
227,-17.1052442795162,0.00384276865443974,0.519073
228,-17.1052443235788,0.00362230920034685,0.520915
229,-17.1052443631192,0.00340667172209752,0.522777
230,-17.1052443985218,0.00320231108138932,0.524662
231,-17.1052444301429,0.00301374690609154,0.5265
232,-17.1052444583354,0.00283986483320533,0.52841
233,-17.105244483449,0.00267490536151621,0.530206
234,-17.105244505813,0.00251292266528156,0.532049
235,-17.1052445257207,0.00235202363809949,0.533915
236,-17.1052445434245,0.00219534043185766,0.535752
237,-17.1052445591443,0.00204830898958754,0.537556
238,-17.1052445730798,0.00191436899638953,0.539396
239,-17.1052445854179,0.00179232768828213,0.54134
240,-17.105244596332,0.00167744229914765,0.543205
241,-17.1052446059775,0.00156528994515117,0.545054
242,-17.1052446144882,0.00145530761488739,0.54695
