iter,f,grad_norm,time_ms
1,0,147.995294129405,0.002276
2,608.302714445819,1003.58182966054,0.015892
3,31731.6107853168,7245.39167716183,0.018346
4,1684369.43519289,52928.1022588879,0.020345
5,90237872.9578187,387648.31285905,0.022209
6,4844659167.98159,2840767.42588355,0.024131
7,260219392908.871,20820305.5304958,0.025873
8,13978484983105.8,152598475.6981,0.027731
9,750913879222336,1118448097.0227,0.029518
10,4.03387322068266e+16,8197511371.48072,0.031456
11,2.16697954649544e+18,60082547867.513,0.033472
12,1.16409246569029e+20,440366912914.695,0.035333
13,6.25345697430042e+21,3227609803878.79,0.037301
14,3.35933147097796e+23,23656330142865.8,0.039214
15,1.8046191098424e+25,173385876912487,0.040973
16,9.69433996438832e+26,1.27080836863679e+15,0.04293
17,5.2077597340638e+28,9.31421831237207e+15,0.04477
18,2.79758720531979e+30,6.82673052146699e+16,0.047059
19,1.50285239163732e+32,5.00355993920497e+17,0.049039
20,8.07326151176907e+33,3.66729168325873e+18,0.051197
21,4.33692302717894e+35,2.6878919116609e+19,0.053143
22,2.32977729214601e+37,1.97005407607838e+20,0.055197
23,1.25154682178668e+39,1.44392452904657e+21,0.05711
24,6.72325828054373e+40,1.05830498304525e+22,0.059208
25,3.61170681911606e+42,7.75670344680657e+22,0.061215
26,1.94019411465991e+44,5.68517103534496e+23,0.063128
27,1.04226433403646e+46,4.16686933086656e+24,0.06508
28,5.59900132567348e+47,3.05405060156873e+25,0.066971
29,3.00776058636548e+49,2.23842514279241e+26,0.068929
30,1.615756671357e+51,1.64062347798413e+27,0.070774
31,8.67977867942389e+52,1.20247282120632e+28,0.072581
32,4.6627415661857e+54,8.81336214642345e+28,0.074436
33,2.50480567719717e+56,6.45963475882021e+29,0.076319
34,1.34557135356133e+58,4.73450205768425e+30,0.078814
35,7.22835421528928e+59,3.4700893426845e+31,0.081034
36,3.88304228708514e+61,2.5433551193982e+32,0.083171
37,2.0859544170371e+63,1.86411778619072e+33,0.085258
38,1.12056617164035e+65,1.36627995606638e+34,0.087345
39,6.01963559111835e+66,1.00139644188652e+35,0.089501
40,3.23372359142473e+68,7.33959998000771e+35,0.091754
41,1.73714307244205e+70,5.37946068242911e+36,0.0938
42,9.33186145574013e+71,3.94280305638268e+37,0.095899
43,5.0130377635912e+73,2.88982425175025e+38,0.097879
44,2.69298336011337e+75,2.11805765760605e+39,0.100018
45,1.44665963430769e+77,1.55240175530625e+40,0.102426
46,7.77139632027714e+78,1.1378119010234e+41,0.104838
47,4.17476228233321e+80,8.33943866454269e+41,0.107023
48,2.24266520400165e+82,6.11227894321692e+42,0.109064
49,1.20475056472649e+84,4.47991230375477e+43,0.11117
50,6.47187070374557e+85,3.2834912208327e+44,0.113458
51,3.47666244219685e+87,2.40659054603574e+45,0.115635
52,1.8676488283344e+89,1.76387803918045e+46,0.117733
53,1.00329330326783e+91,1.29281058725511e+47,0.11974
54,5.38965054410023e+92,9.47548060236336e+47,0.12192
55,2.89529820371636e+94,6.9449255390455e+48,0.124052
56,1.55534233988868e+96,5.09018938109128e+49,0.126182
57,8.35523536451375e+97,3.73078556273988e+50,0.128283
58,4.48839822629773e+99,2.73442889312781e+51,0.130345
59,2.41114914887919e+101,2.00416272815235e+52,0.132521
60,1.29525945003686e+103,1.46892400493931e+53,0.134663
61,6.95808072963742e+104,1.0766280112774e+54,0.136852
62,3.73785247726035e+106,7.8909996076687e+54,0.139001
63,2.00795904569641e+108,5.78360159274956e+55,0.141144
64,1.07866737751759e+110,4.23901267858987e+56,0.143214
65,5.79455698468755e+111,3.10692709397069e+57,0.145461
66,3.1128122856616e+113,2.27718025378973e+58,0.147887
67,1.67219001407202e+115,1.66902851319329e+59,0.150547
68,8.98293628575768e+116,1.22329190814661e+60,0.152994
69,4.82559659099283e+118,8.96595283248862e+60,0.155484
70,2.59229072969401e+120,6.57147404140079e+61,0.157752
71,1.39256796554453e+122,4.81647314943749e+62,0.159968
72,7.48081809053009e+123,3.53016894734735e+63,0.162214
73,4.01866484712071e+125,2.58738965424751e+64,0.164528
74,2.15881030096527e+127,1.89639230381241e+65,0.166852
75,1.15970405416936e+129,1.38993512788272e+66,0.169074
76,6.2298826935164e+130,1.01873418060099e+67,0.171513
77,3.34666747395084e+132,7.46667459441554e+67,0.173796
78,1.79781606367272e+134,5.47259830488861e+68,0.1761
79,9.6577942803025e+135,4.01106701892022e+69,0.178457
80,5.18812754237484e+137,2.93985740117227e+70,0.180909
81,2.78704087234972e+139,2.1547287787662e+71,0.183292
82,1.49718694475123e+141,1.57927935830899e+72,0.185899
83,8.04282696307815e+142,1.1575114771563e+73,0.188442
84,4.32057371224041e+144,8.48382404733754e+73,0.190824
85,2.32099450710531e+146,6.21810425957995e+74,0.193267
86,1.24682874562499e+148,4.5574755401888e+75,0.195657
87,6.69791296859046e+149,3.34034014746839e+76,0.197921
88,3.5980914213142e+151,2.44825719905607e+77,0.200293
89,1.93287997871064e+153,1.79441704979436e+78,0.202795
90,1.03833521015313e+155,1.3151937426485e+79,0.205252
91,5.57789423305493e+156,9.63953491692464e+79,0.207772
92,2.99642194263633e+158,7.06516693331347e+80,0.210128
93,1.60966559837315e+160,5.17831868713342e+81,0.212498
94,8.64705768476095e+161,3.79537874739774e+82,0.214956
95,4.64516398183283e+163,2.78177159547757e+83,0.217293
96,2.49536307085635e+165,2.03886192246597e+84,0.219708
97,1.34049882409893e+167,1.4943563107912e+85,0.222144
98,7.20110479471811e+168,1.09526827638264e+86,0.224773
99,3.86840400993035e+170,8.0276209133486e+86,0.227405
100,2.07809079448773e+172,5.88373633364676e+87,0.229993
101,1.11634186580538e+174,4.3124050845887e+88,0.232479
102,5.99694279314221e+175,3.16071906676689e+89,0.23535
103,3.22153311327034e+177,2.31660635377824e+90,0.23791
104,1.73059439749289e+179,1.69792534072169e+91,0.240398
105,9.29668224205668e+180,1.24447144762551e+92,0.242845
106,4.99413963404599e+182,9.12118540675571e+92,0.245306
107,2.68283136230235e+184,6.68524966025968e+93,0.247813
